,toi,toipfx,pl_tranmid,pl_trandurh,pl_orbper,pl_trandep,pl_rade,st_teff,st_logg,st_rad,ra,dec,st_pmra,st_pmdec,pl_tranmiderr1,pl_tranmiderr2,pl_orbpererr1,pl_orbpererr2,pl_radeerr1,pl_radeerr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2
1715,EPIC 248527709.01,EPIC 248527709,2459577.648713,2.428,5.7519475,120.0,2.96374,4181.8,4.4,0.84,153.3500149,3.9601293,-3.15172,-14.0971,0.0056979,-0.0056979,2.02e-05,-2.02e-05,0.295888,-0.295888,127.7,-127.7,0.11,-0.11,0.08,-0.08,0.0677343,-0.0677343,0.0647555,-0.0647555
1716,EPIC 248527709.02,EPIC 248527709,2457911.025291,3.1,10.472764,,2.354,4256.0,4.623,0.726,153.3500149,3.9601293,-3.15172,-14.0971,0.002462,-0.002261,0.000599,-0.000585,0.203,-0.177,138.0,-138.0,0.15,-0.15,0.056,-0.052,0.0677343,-0.0677343,0.0647555,-0.0647555
1717,EPIC 248574836.01,EPIC 248574836,2457908.799102,2.4,3.917682,,5.581,4566.0,4.682,0.656,159.3178694,5.2068962,-5.56534,-0.491844,0.002715,-0.002694,0.000244,-0.000238,1.664,-1.265,138.0,-138.0,0.15,-0.15,0.182,-0.134,0.423662,-0.423662,0.618579,-0.618579
1718,EPIC 248639411.01,EPIC 248639411,2459546.601483,1.662,3.577501,130.0,3.3001,4642.1,4.43,0.87,154.2501533,6.8664785,-63.855,4.97564,0.0929042,-0.0929042,0.000206,-0.000206,0.246493,-0.246493,107.9,-107.9,0.09,-0.09,0.06,-0.06,0.0466231,-0.0466231,0.049811,-0.049811
1719,EPIC 248639411.01,EPIC 248639411,2457908.10575,1.7,3.577394,,3.05,4626.0,4.573,0.799,154.2501533,6.8664785,-63.855,4.97564,0.000738,-0.000748,7.5e-05,-7.3e-05,0.121,-0.115,49.0,-49.0,0.08,-0.08,0.024,-0.023,0.0466231,-0.0466231,0.049811,-0.049811
1720,EPIC 248740016.01,EPIC 248740016,2457910.231867,4.0,14.390721,,2.55,5872.0,4.352,1.025,159.1314923,9.2415816,5.78699,-12.084,0.003006,-0.005852,0.001495,-0.000835,0.175,-0.162,138.0,-138.0,0.15,-0.15,0.059,-0.058,0.0856249,-0.0856249,0.0632825,-0.0632825
1721,EPIC 248740571.01,EPIC 248740571,2457913.107654,3.0,9.032248,,2.364,4967.0,4.668,0.762,158.8611011,9.2538391,-24.7609,19.0314,0.003895,-0.003413,0.001133,-0.001023,0.192,-0.176,138.0,-138.0,0.15,-0.15,0.056,-0.051,0.0565836,-0.0565836,0.0571664,-0.0571664
1722,EPIC 248740571.02,EPIC 248740571,2457907.861667,3.9,16.100178,,2.576,4967.0,4.668,0.762,158.8611011,9.2538391,-24.7609,19.0314,0.00466,-0.004727,0.00216,-0.002201,0.209,-0.19,138.0,-138.0,0.15,-0.15,0.056,-0.051,0.0565836,-0.0565836,0.0571664,-0.0571664
1723,EPIC 248740905.01,EPIC 248740905,2457907.544262,4.0,2.491154,,9.774,6362.0,4.122,1.756,156.0115597,9.2614122,6.94815,-24.6739,0.000709,-0.000658,3.8e-05,-3.9e-05,0.195,-0.188,15.0,-15.0,0.024,-0.024,0.032,-0.031,0.0764578,-0.0764578,0.063569,-0.063569
1724,EPIC 248775938.01,EPIC 248775938,2457907.851,,1.754,568.0,5.06,4663.0,4.665,0.608,160.7500654,10.0992036,24.4099,-43.7783,,,0.001,-0.001,0.49,-0.44,144.0,-144.0,0.019,-0.019,0.014,-0.014,0.0857097,-0.0857097,0.075281,-0.075281
1725,EPIC 248782482.01,EPIC 248782482,2457913.007,,16.222,56.0,1.28,3852.0,4.749,0.503,154.3844246,10.2604619,107.708,-38.2249,,,0.012,-0.014,0.11,-0.09,52.0,-52.0,0.037,-0.037,0.008,-0.008,0.0676972,-0.0676972,0.0629132,-0.0629132
1726,EPIC 248827616.01,EPIC 248827616,2457906.467754,1.8,2.571267,,5.97,6216.0,4.147,1.75,154.7816362,11.3463588,-20.8326,-11.632,0.001287,-0.001348,7.8e-05,-8e-05,0.964,-0.775,138.0,-138.0,0.15,-0.15,0.106,-0.1,0.0952588,-0.0952588,0.0892712,-0.0892712
1727,EPIC 248847494 b,EPIC 248847494,2457967.17,53.6,3650.0,180.0,12.44199,4898.0,3.52,2.7,159.3890808,11.8427484,-38.743,1.21019,0.01,-0.01,1280.0,-1130.0,0.78463,-0.78463,68.0,-68.0,,,0.12,-0.12,0.0718606,-0.0718606,0.0556756,-0.0556756
1728,EPIC 248865761.01,EPIC 248865761,2457918.120746,5.2,13.071041,,2.285,5937.0,4.214,1.246,161.4732113,12.3015708,-33.4967,-2.99471,0.008525,-0.006263,0.001913,-0.00216,0.169,-0.158,138.0,-138.0,0.15,-0.15,0.079,-0.072,0.0590989,-0.0590989,0.052081,-0.052081
1729,EPIC 248869142.01,EPIC 248869142,2457919.944312,7.1,28.848339,,3.657,5344.0,3.795,1.75,162.690781,12.3893543,9.87787,6.17526,0.005861,-0.007001,0.004837,-0.004662,0.164,-0.16,18.0,-18.0,0.025,-0.025,0.047,-0.046,0.123499,-0.123499,0.126452,-0.126452
1730,EPIC 249217834.01,EPIC 249217834,2457992.212171,3.4,6.695687,,2.17,5320.0,4.461,0.905,233.20237,-25.443527,-24.0257,12.0323,0.002465,-0.003136,0.000568,-0.000427,0.164,-0.148,138.0,-138.0,0.15,-0.15,0.06,-0.054,0.0540937,-0.0540937,0.0378704,-0.0378704
1731,EPIC 249217834.02,EPIC 249217834,2457991.964598,5.0,27.917236,,2.551,5320.0,4.461,0.905,233.20237,-25.443527,-24.0257,12.0323,0.005351,-0.005366,0.002618,-0.002659,0.202,-0.179,138.0,-138.0,0.15,-0.15,0.06,-0.054,0.0540937,-0.0540937,0.0378704,-0.0378704
1732,EPIC 249236972.01,EPIC 249236972,2457992.402454,3.0,17.818211,,2.77,3878.0,4.567,0.689,236.8723452,-25.1948121,34.9264,-61.5931,0.002766,-0.003335,0.00115,-0.000904,0.244,-0.225,138.0,-138.0,0.15,-0.15,0.053,-0.049,0.0591908,-0.0591908,0.0323034,-0.0323034
1733,EPIC 249239123.01,EPIC 249239123,2457991.898239,4.9,5.116834,,31.682,6983.0,4.06,1.591,231.2721281,-25.1655114,-3.09276,-3.41086,0.001281,-0.001219,0.000142,-0.000144,1.712,-1.661,138.0,-138.0,0.15,-0.15,0.084,-0.082,0.072054,-0.072054,0.0566229,-0.0566229
1734,EPIC 249373875.01,EPIC 249373875,2457992.146089,4.0,7.522109,,2.249,6356.0,4.184,1.386,229.9787393,-23.4024701,5.88717,4.97835,0.006693,-0.004514,0.000509,-0.000817,0.163,-0.157,138.0,-138.0,0.15,-0.15,0.081,-0.076,0.0863237,-0.0863237,0.0640038,-0.0640038
1735,EPIC 249391469.01,EPIC 249391469,2457991.86,,1.075,95.0,,3503.0,4.447,0.567,232.9330474,-23.1722821,-133.406,-161.436,,,0.003,-0.003,,,63.0,-63.0,0.13,-0.13,0.018,-0.018,0.0775283,-0.0775283,0.0565946,-0.0565946
1736,EPIC 249401939.01,EPIC 249401939,2458005.082613,3.6,18.786043,,2.846,5450.0,4.487,0.773,233.0555558,-23.0298765,6.57818,-17.5484,0.001657,-0.00175,0.001157,-0.001152,0.219,-0.192,138.0,-138.0,0.151,-0.151,0.049,-0.046,0.0546711,-0.0546711,0.0367488,-0.0367488
1737,EPIC 249418609.01,EPIC 249418609,2458003.068067,4.2,15.320606,,1.77,5819.0,4.272,1.118,232.4182876,-22.8049652,10.1654,0.248479,0.005422,-0.006485,0.002548,-0.00221,0.133,-0.13,138.0,-138.0,0.15,-0.15,0.068,-0.064,0.0692216,-0.0692216,0.0491964,-0.0491964
1738,EPIC 249476992.01,EPIC 249476992,2457994.756984,3.3,7.943604,,1.992,5498.0,4.479,0.87,230.5333707,-22.0292743,-19.4642,0.288139,0.002957,-0.003309,0.000471,-0.000561,0.148,-0.131,138.0,-138.0,0.15,-0.15,0.058,-0.051,0.0724801,-0.0724801,0.0560811,-0.0560811
1739,EPIC 249559552.01,EPIC 249559552,2457996.711241,2.9,7.815366,,2.403,4884.0,4.676,0.755,231.0747251,-20.9992293,-29.3163,28.1607,0.001047,-0.001638,0.000203,-0.000136,0.18,-0.157,138.0,-138.0,0.15,-0.15,0.054,-0.048,0.0800101,-0.0800101,0.0600186,-0.0600186
1740,EPIC 249559552.02,EPIC 249559552,2458000.829414,3.9,19.520805,,2.318,4884.0,4.676,0.755,231.0747251,-20.9992293,-29.3163,28.1607,0.00196,-0.002275,0.001205,-0.001012,0.176,-0.154,138.0,-138.0,0.15,-0.15,0.054,-0.048,0.0800101,-0.0800101,0.0600186,-0.0600186
1741,EPIC 249561595.01,EPIC 249561595,2457991.014903,6.0,39.57057,,23.661,5166.0,3.761,2.041,236.3375878,-20.9761022,-2.56211,-27.6512,0.00081,-0.000788,0.000598,-0.000639,1.925,-1.695,138.0,-138.0,0.15,-0.15,0.165,-0.145,0.0642528,-0.0642528,0.0409731,-0.0409731
1742,EPIC 249599275.01,EPIC 249599275,2457997.467642,2.9,11.29231,,2.348,4660.0,4.676,0.689,236.2746666,-20.5129632,-4.72298,-2.54668,0.004784,-0.005078,0.001447,-0.001292,0.209,-0.181,138.0,-138.0,0.15,-0.15,0.052,-0.046,0.0720054,-0.0720054,0.0454338,-0.0454338
1743,EPIC 249649721.01,EPIC 249649721,2457997.208055,3.6,24.481285,,2.49,4861.0,4.674,0.761,236.5195393,-19.8817214,27.293,-23.2554,0.004671,-0.004509,0.002247,-0.002197,0.211,-0.179,138.0,-138.0,0.15,-0.15,0.055,-0.048,0.0546516,-0.0546516,0.0346246,-0.0346246
1744,EPIC 249703125.01,EPIC 249703125,2457990.557867,3.4,10.307387,,2.602,5359.0,4.491,0.875,232.6377985,-19.1889985,-8.68422,0.0324724,0.000638,-0.000785,0.000178,-0.000207,0.18,-0.16,138.0,-138.0,0.15,-0.15,0.058,-0.052,0.0571667,-0.0571667,0.0438878,-0.0438878
1745,EPIC 249731291.01,EPIC 249731291,2457993.919413,7.9,10.205377,,6.31,6332.0,4.062,2.356,227.5096887,-18.8126177,-5.42699,-5.92617,0.002798,-0.002873,0.000566,-0.000562,0.429,-0.406,138.0,-138.0,0.15,-0.15,0.156,-0.148,0.0631065,-0.0631065,0.0517291,-0.0517291
1746,EPIC 249731291.02,EPIC 249731291,2458012.768423,10.0,23.336739,,5.824,6332.0,4.062,2.356,227.5096887,-18.8126177,-5.42699,-5.92617,0.003578,-0.003964,0.004682,-0.003379,0.407,-0.387,138.0,-138.0,0.15,-0.15,0.156,-0.148,0.0631065,-0.0631065,0.0517291,-0.0517291
1747,EPIC 249822095.01,EPIC 249822095,2457990.01732,1.3,1.696716,,5.738,5289.0,3.864,1.992,236.8409339,-17.6108162,-5.26861,-1.5614,0.00197,-0.001777,5.8e-05,-5.9e-05,1.244,-0.792,138.0,-138.0,0.15,-0.15,0.136,-0.127,0.0821671,-0.0821671,0.053882,-0.053882
1748,EPIC 249827330.01,EPIC 249827330,2458004.309958,4.7,31.396001,,10.695,5631.0,3.916,1.783,228.5297306,-17.5427168,-0.616061,-18.6971,0.002048,-0.001804,0.002111,-0.001587,0.748,-0.728,138.0,-138.0,0.15,-0.15,0.115,-0.109,0.0717244,-0.0717244,0.052132,-0.052132
1749,EPIC 249828900.01,EPIC 249828900,2458000.093677,3.2,18.277358,,1.933,4280.0,4.696,0.636,229.4212195,-17.5227493,36.3845,-38.2514,0.006854,-0.008546,0.003153,-0.002637,0.179,-0.165,138.0,-138.0,0.15,-0.15,0.047,-0.043,0.0662179,-0.0662179,0.0494571,-0.0494571
1750,EPIC 249865296.01,EPIC 249865296,2458008.397605,6.2,28.888589,,6.05,6117.0,4.212,1.319,234.5423454,-17.0637715,-11.9203,-10.1955,0.001766,-0.001941,0.001505,-0.001484,0.427,-0.379,138.0,-138.0,0.15,-0.15,0.088,-0.08,0.109294,-0.109294,0.101535,-0.101535
1751,EPIC 249883770.01,EPIC 249883770,2457991.089658,1.8,2.228112,,1.398,4355.0,4.651,0.693,234.295942,-16.8373887,-30.4672,-1.36808,0.005227,-0.004571,0.000198,-0.000213,0.136,-0.116,138.0,-138.0,0.15,-0.15,0.052,-0.047,0.0629789,-0.0629789,0.0485628,-0.0485628
1752,EPIC 249893012 b,EPIC 249893012,2457994.396,4.33,3.5951,,1.95,5430.0,3.99,1.71,228.2482353,-16.7246474,13.5528,-34.2865,0.005,-0.005,0.0003,-0.0003,0.09,-0.08,85.0,-85.0,0.03,-0.03,0.04,-0.04,0.0679005,-0.0679005,0.0613052,-0.0613052
1753,EPIC 249893012 c,EPIC 249893012,2457998.841,6.37,15.624,,3.67,5430.0,3.99,1.71,228.2482353,-16.7246474,13.5528,-34.2865,0.002,-0.004,0.001,-0.001,0.17,-0.14,85.0,-85.0,0.03,-0.03,0.04,-0.04,0.0679005,-0.0679005,0.0613052,-0.0613052
1754,EPIC 249893012 d,EPIC 249893012,2458008.652,9.56,35.747,,3.94,5430.0,3.99,1.71,228.2482353,-16.7246474,13.5528,-34.2865,0.003,-0.003,0.005,-0.005,0.13,-0.12,85.0,-85.0,0.03,-0.03,0.04,-0.04,0.0679005,-0.0679005,0.0613052,-0.0613052
1755,EPIC 249901311.01,EPIC 249901311,2457990.19877,0.89,0.801864,,1.433,3594.0,4.834,0.393,233.0616398,-16.6228989,-52.2494,4.63807,0.001417,-0.000965,1.8e-05,-2.6e-05,0.06,-0.059,138.0,-138.0,0.033,-0.033,0.012,-0.012,0.152025,-0.152025,0.138021,-0.138021
1756,EPIC 249921188.01,EPIC 249921188,2457990.508317,2.9,17.562214,,12.272,5873.0,4.136,1.619,236.6344137,-16.3890166,6.46916,-8.10167,0.000744,-0.00079,0.000393,-0.000396,0.866,-0.814,138.0,-138.0,0.15,-0.15,0.111,-0.104,0.0783157,-0.0783157,0.0392684,-0.0392684
1757,EPIC 250001426.01,EPIC 250001426,2457992.286,,1.705,56.0,,,,,236.6759133,-15.4472232,-71.82,43.59,,,0.004,-0.003,,,,,,,,,2.0,-2.0,2.0,-2.0
1758,EPIC 250045116.01,EPIC 250045116,2457996.462674,4.0,35.960194,,2.45,4090.0,4.587,0.672,231.0235725,-14.9437223,-55.0717,-63.1904,0.00605,-0.005986,0.005179,-0.005746,0.235,-0.216,138.0,-138.0,0.15,-0.15,0.051,-0.048,0.0879831,-0.0879831,0.088959,-0.088959
1759,EPIC 250099723.01,EPIC 250099723,2458003.786,,17.92,97.0,2.07,4176.0,4.696,0.576,231.1595105,-14.2891781,67.6094,-33.4331,,,0.013,-0.014,0.09,-0.09,78.0,-78.0,0.012,-0.012,0.007,-0.007,0.0573285,-0.0573285,0.0378737,-0.0378737
1760,EPIC 250106132.01,EPIC 250106132,2457990.325689,4.0,22.122365,,3.715,5393.0,4.517,0.969,236.4460428,-14.2076757,19.7743,-28.4274,0.001165,-0.001066,0.00143,-0.001328,0.262,-0.251,138.0,-138.0,0.15,-0.15,0.061,-0.057,0.0952565,-0.0952565,0.0609906,-0.0609906
1761,EPIC 251281013.01,EPIC 251281013,2458098.59014,2.9928,3.287912,10772.5,,5137.0,4.36236,1.01769,140.5973449,14.5366841,5.27375,-0.864365,,,,,,,122.0,-122.0,,,,,0.059786,-0.059786,0.0492116,-0.0492116
1762,EPIC 251286992.01,EPIC 251286992,2458095.78219,1.776,0.505602,41084.8,,4830.0,4.4144,0.907577,139.7384159,15.1904093,-10.5278,7.44495,,,,,,,166.0,-166.0,,,,,0.0894537,-0.0894537,0.0583529,-0.0583529
1763,EPIC 251288417.01,EPIC 251288417,2458112.57804,1.5336,20.924593,11908.8,,2980.0,4.198,0.423,139.7986584,15.3540233,50.7552,-108.166,,,,,,,10.0,-10.0,0.018,-0.018,0.004,-0.004,0.135166,-0.135166,0.0955191,-0.0955191
1764,EPIC 251292508.01,EPIC 251292508,2458096.63014,1.9896,1.288312,24172.899999999998,,3412.0,4.67151,0.57612,140.514907,15.8078269,42.16,-84.9958,,,,,,,157.0,-157.0,0.01358,-0.01358,0.020336,-0.020336,0.156461,-0.156461,0.126045,-0.126045
1765,EPIC 251292838.01,EPIC 251292838,2458107.28569,2.7168,19.581519,8594.6,,5638.0,4.525,0.861,140.3346059,15.8487794,-15.3396,-13.3338,,,,,,,121.0,-121.0,0.029,-0.029,0.015,-0.015,0.0909597,-0.0909597,0.0674889,-0.0674889
1766,EPIC 251294036.01,EPIC 251294036,2458101.73159,1.2624,6.854931,1105.3,,5360.0,4.343,1.031,139.3244438,15.9798204,-4.21398,-1.84743,,,,,,,130.0,-130.0,0.036,-0.036,0.018,-0.018,0.0481022,-0.0481022,0.0332663,-0.0332663
1767,EPIC 251294036.01,EPIC 251294036,2459554.977553,1.5226064,6.85484645911,1627.62816,15.65450044,4797.5,4.27798,1.06192,139.3244438,15.9798204,-4.21398,-1.84743,0.0014699,-0.0014699,0.0002769813,-0.0002769813,0.68081576,-0.68081576,34.97,-34.97,,,,,0.0481022,-0.0481022,0.0332663,-0.0332663
1768,EPIC 251304634.01,EPIC 251304634,2458097.366882,1.8,4.392503,,1.11,4707.0,4.634,0.669,139.3005504,17.0846276,-18.9353,-32.5014,0.002385,-0.002829,0.000355,-0.000271,0.103,-0.091,138.0,-138.0,0.15,-0.15,0.049,-0.045,0.0884867,-0.0884867,0.0561239,-0.0561239
1769,EPIC 251307609.01,EPIC 251307609,2458095.8683,1.9608,0.598197,37966.299999999996,,5132.0,4.18405,1.2496,140.8619176,17.3896491,-3.90071,-10.4035,,,,,,,156.0,-156.0,,,,,0.074413,-0.074413,0.0589712,-0.0589712
1770,EPIC 251308775.01,EPIC 251308775,2458096.7284,3.924,2.804246,6910.0,,5938.45,3.70201,2.42516,139.9816627,17.5099047,-17.0377,6.87843,,,,,,,109.61,-109.47,0.058181,-0.106603,0.146122,-0.14117,0.0831067,-0.0831067,0.0550319,-0.0550319
1771,EPIC 251314585.01,EPIC 251314585,2458096.02339,1.9608,0.691617,9824.400000000001,,5285.0,3.91131,1.74944,140.2393372,18.0478072,0.980186,-3.27772,,,,,,,152.0,-152.0,,,,,0.156151,-0.156151,0.182402,-0.182402
1772,EPIC 251315031.01,EPIC 251315031,2458095.9743,1.8912,0.540527,33373.399999999994,,5187.17,4.35186,1.03596,139.8120865,18.088564,-10.8247,-6.13201,,,,,,,42.23,-42.23,,,,,0.0445224,-0.0445224,0.0325294,-0.0325294
1773,EPIC 251327548.01,EPIC 251327548,2458101.624,5.8632,11.349445,5975.900000000001,,6002.0,4.02464,1.6958,139.4047224,19.1600695,-2.13143,-24.5179,,,,,,,128.98,-124.62,0.090733,-0.072573,0.106227,-0.075884,0.0782363,-0.0782363,0.0588018,-0.0588018
1774,EPIC 251330444.01,EPIC 251330444,2458098.28349,10.8,5.998652,8319.0,,4930.0,,2.66723,139.1099983,19.423595,7.20568,-6.93671,,,,,,,124.0,-124.0,,,,,0.0867382,-0.0867382,0.0612968,-0.0612968
1775,EPIC 251345848.01,EPIC 251345848,2458096.26254,3.132,2.883162,3789.8999999999996,,6100.45,4.33075,1.21341,140.4054055,20.727007,-16.7752,-9.85981,,,,,,,115.81,-84.37,0.077674,-0.077629,0.05105,-0.056237,0.0678623,-0.0678623,0.0505635,-0.0505635
1776,EPIC 251345849.01,EPIC 251345849,2458095.96562,1.9608,0.545251,13922.0,,6074.26,4.31071,1.23632,140.4590282,20.727052,-4.21988,-0.936114,,,,,,,187.01,-187.01,,,,,0.104408,-0.104408,0.0725073,-0.0725073
1777,EPIC 251347050.01,EPIC 251347050,2458095.55539,2.148,0.493967,1772.3,,7437.0,4.09251,1.9409,141.1568825,20.8291125,-6.66808,3.29714,,,,,,,98.19,-162.66,0.107904,-0.0846,0.132388,-0.128159,0.171989,-0.171989,0.187735,-0.187735
1778,EPIC 251353301.01,EPIC 251353301,2458095.67601,1.8528,0.504475,8737.3,,6963.0,4.36169,1.35063,139.6565309,21.3558369,2.61417,-10.3288,,,,,,,167.0,-167.0,,,,,0.156044,-0.156044,0.171609,-0.171609
1779,EPIC 251356484.01,EPIC 251356484,2458095.81038,2.6016,0.781949,18683.800000000003,,5480.9,4.01992,1.58567,140.7023884,21.6148163,-5.39509,-6.09345,,,,,,,205.68,-205.68,,,,,0.128712,-0.128712,0.153748,-0.153748
1780,EPIC 251356953.01,EPIC 251356953,2458099.48141,4.0944,5.21459,55567.4,,5457.16,4.41909,0.996212,139.5721481,21.6537781,5.84615,-0.0613509,,,,,,,38.07,-38.07,,,,,0.111013,-0.111013,0.122016,-0.122016
1781,EPIC 251380988.01,EPIC 251380988,2458107.20687,5.484,30.921004,16914.2,,6680.0,4.099,1.761,137.2848381,23.5200298,-6.30424,-3.19909,,,,,,,380.0,-380.0,0.053,-0.053,0.079,-0.079,0.193907,-0.193907,0.16482,-0.16482
1782,EPIC 251383916.01,EPIC 251383916,2458096.21492,3.924,1.332797,64535.700000000004,,6519.0,4.51302,1.06188,136.2675399,23.7352853,-2.86533,-4.7343,,,,,,,127.0,-127.0,,,,,0.137933,-0.137933,0.0985981,-0.0985981
1783,EPIC 251390801.01,EPIC 251390801,2458095.4791,1.9608,0.592255,31231.3,,5660.49,4.40155,1.04814,136.6576761,24.2037699,2.06754,6.33233,,,,,,,84.77,-131.26,0.076101,-0.067952,0.053904,-0.043735,0.0553391,-0.0553391,0.0412237,-0.0412237
1784,EPIC 251393748.01,EPIC 251393748,2458099.66297,3.2304,8.07181,19029.1,,5709.51,4.25823,1.24106,136.196376,24.4027825,-14.7618,-4.4529,,,,,,,137.14,-145.66,0.072006,-0.095939,0.068653,-0.07809,0.0889487,-0.0889487,0.0651346,-0.0651346
1785,EPIC 251393916.01,EPIC 251393916,2458095.53788,1.812,0.678473,5898.4,,5744.27,4.0497,1.5871,136.3026696,24.412541,-5.69625,0.794913,,,,,,,260.23,-260.23,,,,,0.074892,-0.074892,0.0530787,-0.0530787
1786,EPIC 251394139.01,EPIC 251394139,2458110.27748,8.7024,26.286249,11049.699999999999,,5980.95,4.24181,1.31469,136.0728142,24.4257827,-35.8517,-11.2673,,,,,,,123.25,-162.37,0.079932,-0.100667,0.079868,-0.06965,0.0751956,-0.0751956,0.0504693,-0.0504693
1787,EPIC 251399501.01,EPIC 251399501,2458105.15823,4.4,11.634988,,2.605,6020.0,4.306,1.096,135.273,24.7573387,-13.7787,27.5055,0.004291,-0.004623,0.00127,-0.00124,0.096,-0.096,37.0,-37.0,0.06,-0.06,0.029,-0.028,0.0853067,-0.0853067,0.0553826,-0.0553826
1788,EPIC 251404897.01,EPIC 251404897,2458095.70281,1.9608,0.660085,27379.3,,4401.0,4.1475,1.16067,137.3018782,25.0710794,6.0011,-7.00128,,,,,,,123.0,-123.0,,,,,0.112389,-0.112389,0.0757424,-0.0757424
1789,EPIC 251411166.01,EPIC 251411166,2458095.71953,6.12,3.37433,2327.6,,4708.0,,3.77637,133.6422031,25.4182681,-2.94368,-7.27762,,,,,,,123.0,-123.0,,,,,0.0500278,-0.0500278,0.0326171,-0.0326171
1790,EPIC 251578729.01,EPIC 251578729,2458190.309496,3.6,14.223889,,21.936,5023.0,4.524,1.155,199.3582044,-1.7846268,-3.95234,-3.07411,0.002762,-0.002956,0.001788,-0.001694,7.789,-5.903,138.0,-138.0,0.151,-0.151,0.406,-0.308,0.303287,-0.303287,0.165663,-0.165663
1791,EPIC 251584580.01,EPIC 251584580,2458189.629889,2.7,10.973135,,2.67,4940.0,4.668,0.697,207.2171095,-1.6609545,-1.56879,19.1917,0.005456,-0.00564,0.001525,-0.00166,0.26,-0.207,138.0,-138.0,0.15,-0.15,0.047,-0.041,0.0572227,-0.0572227,0.0449449,-0.0449449
1792,EPIC 251809286.01,EPIC 251809286,2458097.49974,15.3408,9.485826,5254.2,,,,,131.65,19.0138889,,,,,,,,,,,,,,,,,,
1793,EPIC 251809628.01,EPIC 251809628,2458099.50127,5.3856,7.220585,3858.7,,,,,130.2001583,19.6859,,,,,,,,,,,,,,,,,,
1794,G 9-40 b,G 9-40,2458319.65105,,5.7459996,,,3348.0,4.926,0.3073,134.7188514,21.0747961,175.512,-318.469,0.00013,-0.00013,2e-06,-2e-06,,,32.0,-32.0,0.027,-0.027,0.0059,-0.0061,0.102957,-0.102957,0.0673777,-0.0673777
1795,G 9-40 b,G 9-40,2460261.803357,1.185,5.7459945,365.0,2.06081,3413.0,4.91,0.32,134.7188514,21.0747961,175.512,-318.469,0.00240453,-0.00240453,6.1e-06,-6.1e-06,0.0618536,-0.0618536,157.0,-157.0,,,0.01,-0.01,0.102957,-0.102957,0.0673777,-0.0673777
1796,G 9-40 b,G 9-40,2458095.55671,1.1328,5.745912,315.5,,3390.0,4.943,0.307,134.7188514,21.0747961,175.512,-318.469,,,,,,,20.0,-20.0,0.01,-0.01,0.003,-0.003,0.102957,-0.102957,0.0673777,-0.0673777
1797,G 9-40 b,G 9-40,2458497.77747,1.3368,5.746007,365.0,2.025,3348.0,4.926,0.3073,134.7188514,21.0747961,175.512,-318.469,0.00032,-0.00033,6e-06,-6e-06,0.096,-0.097,32.0,-32.0,0.027,-0.027,0.0059,-0.0061,0.102957,-0.102957,0.0673777,-0.0673777
1798,G 9-40 b,G 9-40,2459503.32682,1.693,5.7459982,,1.9,3395.0,4.84,0.3026,134.7188514,21.0747961,175.512,-318.469,0.00042,-0.00042,2e-06,-2e-06,0.065,-0.065,51.0,-51.0,0.04,-0.04,0.0095,-0.0095,0.102957,-0.102957,0.0673777,-0.0673777
1799,GJ 9827 b,GJ 9827,2457738.82588,1.25976,1.2089802,58.6,1.62,4269.0,4.651,0.613,351.7717763,-1.2853435,376.019,216.071,0.0003,-0.00031,8.4e-06,-8.1e-06,0.11,-0.11,98.0,-99.0,0.055,-0.05,0.033,-0.034,0.0944988,-0.0944988,0.0703346,-0.0703346
1800,GJ 9827 b,GJ 9827,2457738.82671,1.63,1.208957,,1.75,4255.0,4.7,0.651,351.7717763,-1.2853435,376.019,216.071,0.00044,-0.00047,1.3e-05,-1.2e-05,0.11,-0.12,110.0,-110.0,0.15,-0.15,0.065,-0.065,0.0944988,-0.0944988,0.0703346,-0.0703346
1801,GJ 9827 b,GJ 9827,2457738.82646,1.281,1.208966,,1.58,4219.0,4.657,0.622,351.7717763,-1.2853435,376.019,216.071,0.00044,-0.00042,1.2e-05,-1.2e-05,0.14,-0.13,70.0,-70.0,0.042,-0.042,0.051,-0.051,0.0944988,-0.0944988,0.0703346,-0.0703346
1802,GJ 9827 b,GJ 9827,2457738.82586,,1.2089765,,1.529,4294.0,4.682,0.579,351.7717763,-1.2853435,376.019,216.071,0.00026,-0.00026,2.3e-06,-2.3e-06,0.05787,-0.05787,52.0,-52.0,0.021,-0.021,0.018,-0.018,0.0944988,-0.0944988,0.0703346,-0.0703346
1803,GJ 9827 b,GJ 9827,,,1.209,,1.571,4255.0,4.7,0.5994,351.7717763,-1.2853435,376.019,216.071,,,,,0.033,-0.039,110.0,-110.0,0.15,-0.15,0.0081,-0.0085,0.0944988,-0.0944988,0.0703346,-0.0703346
1804,GJ 9827 b,GJ 9827,2460231.733831,1.286,1.2089755,66.8,1.68645,4199.0,4.65321,0.63,351.7717763,-1.2853435,376.019,216.071,0.0006433,-0.0006433,3e-07,-3e-07,0.164422,-0.164422,127.19,-127.19,0.111146,-0.111146,0.06,-0.06,0.0944988,-0.0944988,0.0703346,-0.0703346
